timestamp,shoulder_width,head_offset_x,head_offset_y,torso_dx,torso_dy,movement_speed,head_offset_z,torso_dz,movement_speed_3d
0.006051778793334961,0.5871736711977172,-0.015529041064347944,-0.6503817139852323,0.0,0.0,0.0,-1.5796298978725005,0.0,0.0
0.19186186790466309,0.562624417383145,-0.03058497456635658,-0.671356373462499,0.017238420053386688,-0.004312832884310658,0.09563388032014018,-1.632187632303105,-0.20568414895526058,1.1110823772987402
0.24906063079833984,0.5636941572419154,-0.030223989321006096,-0.6676114029246231,0.001372073598189777,-0.00041365227467003756,0.025054240877167178,-1.7207765972035807,-0.0959805980098677,1.6782058045221484
0.3409690856933594,0.5722819599178144,-0.02579192923662727,-0.6546684588226398,0.0007755331578893264,0.00021840796818397724,0.008766339984208718,-2.0654344222571184,-0.4695499477711848,5.108894927653679
0.4376993179321289,0.5622543063657026,-0.023164389916872776,-0.6629960172613201,-0.0029872458343657253,-0.008414500028119018,0.09230850176325209,-1.718266252760867,0.41904765633045543,4.333110395453832
0.5502073764801025,0.5594907711710772,-0.027809687539306596,-0.6663181580149743,0.0015703073388508388,9.348335751978366e-05,0.013981998430792822,-1.7257332484650647,0.06058893438430377,0.538711208621051
0.647406816482544,0.5691381117504815,-0.02857904218672354,-0.6629318575302641,0.004640951863502078,0.007937956643775378,0.09460018589951334,-2.016406562344185,-0.4757209792422758,4.895191120616033
0.7409462928771973,0.55970634646951,-0.028093841417702027,-0.6743213610389907,-0.003809829891357412,0.00013923921630584662,0.04075683980656079,-1.7910605560265107,0.4850151303162321,5.1852985714119155
0.8370058536529541,0.4839293915593316,-0.12982825063493209,-0.7564280858943645,0.08174701152969938,-0.018880185720668064,0.8734056062367177,-1.8925060156139464,0.38307459334283156,4.0824102452431505
0.949021577835083,0.5056124362826593,-0.10884340878862704,-0.7267567889030895,-0.015576694252880639,0.0017870933300528939,0.13997030007159855,-1.8689397466455107,-0.11882361094232244,1.0699709196824134
1.0449304580688477,0.48561530916956175,-0.1332633027864458,-0.7589991828496427,0.020329133603913176,-0.017639092387021223,0.2806297915096912,-1.8295813972610537,-0.07610144584064218,0.8416401187227063
1.1412725448608398,0.4727684337017578,-0.1381425145427632,-0.7733903842143565,0.0024957644434374002,-0.029385803738611112,0.30611333131900104,-1.807964378628006,0.18653679379142912,1.9602411787470113
1.2381653785705566,0.5368267417451581,-0.014409521157603538,-0.711378808087533,-0.057280063760489816,0.0003317064192584731,0.5911791616390139,-1.9553611538848636,-0.7074649499188765,7.3254136478220016
1.348982334136963,0.5060804823468245,-0.0160787109569491,-0.7332632778192079,0.025364515228140094,-0.02221727803317463,0.3042758880182998,-1.7566183328936,0.5457271842981721,4.933973212034387
