participant_id,session_id,trial_id,movement_label,timestamp,shoulder_width,head_offset_x,head_offset_y,torso_dx,torso_dy,movement_speed,head_offset_z,torso_dz,movement_speed_3d
P02,session_02,001,neutral,0.0006983280181884766,0.6099659589028247,0.022814999836877303,-0.8349508880438364,0.0,0.0,0.0,-1.8423311957263966,0.0,0.0
P02,session_02,001,neutral,0.06601929664611816,0.6071993973737534,0.036834457902525965,-0.838659485728439,-0.002511493576234716,0.0012703792423000532,0.04308738069510333,-1.8722560967656778,0.034651639309719075,0.5322295974210579
P02,session_02,001,neutral,0.09639143943786621,0.6053111302374012,0.04749115596656021,-0.8415457843587396,-0.0018836710499336913,0.0004488236830862158,0.06375591350018125,-1.8710192292414114,-0.07694753650948648,2.5342926318726393
P02,session_02,001,neutral,0.14475107192993164,0.60220495238688,0.05219310249076867,-0.8412674590413928,-0.002626994717421556,-0.0003184101052016011,0.054719628505601754,-1.8989554308875012,0.02228514417984498,0.4640586405761733
P02,session_02,001,neutral,0.1766955852508545,0.5975340828582842,0.05687983716670177,-0.8463921925858053,-0.003919143454611811,-0.0009175599195007984,0.1260035260969125,-1.8907772022645684,0.04060261247525632,1.2772659437759164
P02,session_02,001,neutral,0.20865988731384277,0.5973606982532152,0.05657991930775271,-0.8466254362494375,0.0002376011022928641,-0.00014747482590608008,0.008748765598691297,-1.9213093906787078,-0.0013038251353956348,0.04171772046286436
P02,session_02,001,neutral,0.24193215370178223,0.5953787650152997,0.05824140369062026,-0.8488647862393505,-0.0014308903629980305,-0.0007509411936260708,0.048568085179514,-1.9156157454653489,0.006639362319075562,0.20537195704912944
P02,session_02,001,neutral,0.2758033275604248,0.5950568667895922,0.05451618502510149,-0.8503274487990007,0.0003040923667241242,0.0011868704914774647,0.03617257650532052,-1.8770388375100677,0.046299868957349014,1.3674187173718064
P02,session_02,001,neutral,0.30449962615966797,0.5958632670814766,0.05637687608945236,-0.8506537781683531,-0.0008949500415693666,0.0007446288439313007,0.04057038137673292,-1.8704390598740563,-0.008354042415866684,0.29393251374437973
P02,session_02,001,neutral,0.3370516300201416,0.5950679838758925,0.05973509803857145,-0.8509013811838411,-0.0006798034585479361,-0.00032578480507260886,0.023157893701586663,-1.862981652018398,-0.0161250957957326,0.4959051636707194
P02,session_02,001,neutral,0.36877012252807617,0.5902761663385517,0.06393631269714022,-0.8473197899891668,-0.0011807431871465684,-0.007695651026327068,0.24546263652032554,-1.806229044298982,0.21674819821742478,6.837903355945156
