timestamp,shoulder_width,head_offset_x,head_offset_y,torso_dx,torso_dy,movement_speed
0.006593942642211914,0.6516433827597403,-0.00471566572124533,-0.40504337660137724,0.0,0.0,0.0
0.13636040687561035,0.6440495056383596,-0.004998943731962641,-0.48167602670578236,-0.01179311956923933,-0.011571597517593497,0.12732174316494207
0.17078232765197754,0.6407823228538695,-0.026463941251066908,-0.48546338302523945,-0.003178688146539486,0.004996398582292755,0.17203656080495267
0.20495319366455078,0.6519325932238841,-0.06509460192131732,-0.43829894289069554,-0.010255721739432035,0.0026647036708357403,0.3100959779026979
0.2354145050048828,0.6495507385719279,-0.05582722697673304,-0.40582564953678346,-0.004276872718547734,-0.0076096201324563255,0.28656495192616216
0.26451611518859863,0.6604989058615662,-0.04123453674541711,-0.4029027307442327,-0.012775414962207422,-0.0004057950497951522,0.43921480778583305
0.2910614013671875,0.6615412719947017,-0.040121987506240214,-0.4045041654040163,0.0014132695052962237,-0.0004252253531654319,0.055597621281967304
0.31864476203918457,0.6512128423286009,-0.03168577223342357,-0.4207586191329413,-0.014246906433722445,0.01707771655350149,0.8062873827416763
0.3573787212371826,0.6554367861871194,-0.028315005052314622,-0.4168225041110536,0.005055436512630761,-0.0017952458855982716,0.13850202258410907
0.3896965980529785,0.6546646614900867,-0.02699121071269823,-0.3907755036571698,-0.0007092147451516792,0.0005398349121672216,0.027579017373030958
0.42058396339416504,0.6588419569511157,-0.03564724244375986,-0.3912596364916747,0.004393696693174942,0.002386386148145557,0.1618765761465543
0.45296430587768555,0.6594936183769533,-0.04250462357020258,-0.3921735154215857,0.00046409827539329956,0.0016049801750736244,0.05159713629588363
0.48510074615478516,0.6610732484316431,-0.019171882647985448,-0.4392253183845868,0.008053962874763463,-0.0014507299103560724,0.2546510160181941
0.5170567035675049,0.651757606509907,-0.00927702202694536,-0.3932875017758286,-0.003402706463766658,-0.004298960552902698,0.1715690111818839
0.5483465194702148,0.6527749373637483,-0.014785267862627243,-0.3957148089550428,0.006797842933921912,0.0020406563252929025,0.22683198447153446
0.5812268257141113,0.6485467778564052,-0.035333791507297596,-0.39453923883645914,-0.0033836867019985876,0.0002512450962955853,0.10319251790749229
0.6137504577636719,0.6438737009729875,-0.03225676579752056,-0.4053995934026823,0.009460575688843285,0.007743597425402862,0.37589960285416635
0.6449358463287354,0.649038057793909,-0.014830136694134638,-0.4670922617563685,-0.009436554067867387,-0.07025944700539305,2.2731904314527314
0.6770544052124023,0.6449749353539495,-0.02507037594047222,-0.45897077893455546,0.009867816892227509,0.0036052508004849253,0.32709409507692616
0.7115318775177002,0.6444101814349898,-0.02415462264660396,-0.6759887754483097,0.006639548673491756,-0.0018056388718001237,0.19957069637338595
0.741518497467041,0.6481169532467145,-0.025178751507263526,-0.6960602224716242,0.0014594180167374995,-0.019729129463337727,0.6597287203399451
0.7892372608184814,0.6374138471373689,-0.022353477088301293,-0.5625742052277768,0.010172603507496193,0.003024818578276716,0.22240294860843046
0.8219597339630127,0.6383337329946215,-0.02722041265910849,-0.5371121064851444,0.010174576524411224,-0.0016420641383949244,0.3149587810886169
0.8526442050933838,0.636538979318006,-0.004032852387293074,-0.44339376446833045,0.0009009207718271231,0.004070401482213451,0.13586389957029138
0.8844618797302246,0.6379384730007256,0.01624016495883345,-0.41736623402189676,0.009711075004200214,0.031557700242696475,1.0377275392469985
0.9170029163360596,0.47645394566857213,0.08861581028309908,-0.6306073062976576,-0.10457366614268493,0.06655464321735316,3.809231195218501
0.9487786293029785,0.312724753138656,0.07574722814682135,-0.8526968877026635,0.05967168694749515,0.053048509271808916,2.512695353371655
0.9811038970947266,0.07753669211079811,0.304811893277818,-3.6127417525935406,0.06291329561662079,0.22681595743219143,7.281598178687873
1.0131173133850098,0.05368886376804083,0.47582032724476037,-5.364155482783403,-0.048896493386541146,0.12015824628966396,4.052242913430836
1.0455939769744873,0.46923801407221194,0.06916439886396879,-0.619201758672651,-0.08230316053171753,-0.0005697041241345112,2.5342853348531746
1.0771124362945557,0.5081115347281656,0.10273312389387947,-0.5427380605034429,-0.03858887901223325,0.01949004763222645,1.3716251331891696
1.1094105243682861,0.575035854686912,0.04898820561380975,-0.43138962736289765,0.043686962175883366,-0.002183207917122318,1.3543055479716133
1.141308307647705,0.5377468870728661,0.0730906672559221,-0.4761875057584194,0.00259916273004949,-0.0014572879658125502,0.09341781829021739
1.173025369644165,0.09636021219845581,-0.007094118559638414,-2.909306603838069,0.5142108628777637,0.3855366966217827,20.263248711096026
1.2210729122161865,0.47360896755681037,0.05467304310557574,-0.609315381575721,-0.04517785436637463,0.0009350805010423078,0.9404753697763784
1.2537250518798828,0.6235362607909553,0.03282574340553976,-0.5919171439973793,0.03566841373063192,-0.0059950325799946495,1.1076982476793005
1.284804344177246,0.6278958167546731,0.0572571500137297,-0.5807823462145307,0.0002595557983161207,-0.005284500995706517,0.1702378333415241
1.3170959949493408,0.4007192942168387,0.2233752775195473,-0.9560063146871275,-0.12392799814785761,0.06053811920329721,4.271195013010256
1.3487510681152344,0.13917772146758284,0.2942296257659104,-2.965832458569146,0.3458574593015767,0.2190021548886073,12.932035794414466
1.3812949657440186,0.308211303519024,0.18556834901892547,-1.311692796324642,-0.04518454279315985,-0.04112472962770097,1.877382717255169
1.4128453731536865,0.5718202369811775,0.03650879398418874,-0.7436059684540763,0.05558937092574386,-0.0022500009209040026,1.7633650935309877
1.4487130641937256,0.6325866341880051,0.03046838330651932,-0.7365596641808129,0.003936170952342204,0.004312641692204999,0.16278892632738387
1.4837841987609863,0.6570480378418566,0.041156923747087196,-0.7683750305522726,0.010427736968994407,0.04284265028114205,1.2572569554697977
1.5174410343170166,0.6657337150731032,0.0789882816985033,-0.7794304724922562,0.01081273282767315,0.03225171397476091,1.0106713624106274
1.5529582500457764,0.6568609476312205,0.13021353868573632,-0.8398325143123331,0.0007331584862520085,0.05228674396830846,1.4722968220662427
1.5845072269439697,0.6491963980734455,0.15459674410660598,-0.8382174934091903,0.00011755502230259892,0.006966216742897503,0.22083786001195768
